,nodeA,nodeB
13185,Johnson,Wilson
13186,Brown,Wilson
13187,Brown,Wilson
13188,Brown,Wilson
13189,Eric Garner,Wilson
13190,John Crawford III,Wilson
13191,Brown,Wilson
13192,Levar Jones,Wilson
13193,Tamir Rice,Wilson
13194,Ferguson,Wilson
13195,Brown,Wilson
13196,Brown,Wilson
13197,Johnson,Wilson
13198,Brown,Wilson
13199,Johnson,Wilson
13200,Brown,Wilson
13201,Wilson,Wilson
13202,Johnson,Wilson
13203,Brown,Wilson
13204,Brown,Wilson
13205,Brown,Wilson
13206,Eric Garner,Wilson
13207,John Crawford III,Wilson
13208,Brown,Wilson
13209,Levar Jones,Wilson
13210,Tamir Rice,Wilson
13211,Ferguson,Wilson
13212,Brown,Brown
13213,Brown,Johnson
13214,Brown,Brown
13215,Brown,Johnson
13216,Brown,Brown
13217,Brown,Wilson
13218,Brown,Johnson
13219,Brown,Brown
13220,Brown,Brown
13221,Brown,Brown
13222,Brown,Eric Garner
13223,Brown,John Crawford III
13224,Brown,Brown
13225,Brown,Levar Jones
13226,Brown,Tamir Rice
13227,Brown,Ferguson
13228,Brown,Johnson
13229,Brown,Brown
13230,Brown,Johnson
13231,Brown,Brown
13232,Brown,Wilson
13233,Brown,Johnson
13234,Brown,Brown
13235,Brown,Brown
13236,Brown,Brown
13237,Brown,Eric Garner
13238,Brown,John Crawford III
13239,Brown,Brown
13240,Brown,Levar Jones
13241,Brown,Tamir Rice
13242,Brown,Ferguson
13243,Brown,Johnson
13244,Johnson,Johnson
13245,Brown,Johnson
13246,Johnson,Wilson
13247,Johnson,Johnson
13248,Brown,Johnson
13249,Brown,Johnson
13250,Brown,Johnson
13251,Eric Garner,Johnson
13252,John Crawford III,Johnson
13253,Brown,Johnson
13254,Johnson,Levar Jones
13255,Johnson,Tamir Rice
13256,Ferguson,Johnson
13257,Brown,Johnson
13258,Brown,Brown
13259,Brown,Wilson
13260,Brown,Johnson
13261,Brown,Brown
13262,Brown,Brown
13263,Brown,Brown
13264,Brown,Eric Garner
13265,Brown,John Crawford III
13266,Brown,Brown
13267,Brown,Levar Jones
13268,Brown,Tamir Rice
13269,Brown,Ferguson
13270,Brown,Johnson
13271,Johnson,Wilson
13272,Johnson,Johnson
13273,Brown,Johnson
13274,Brown,Johnson
13275,Brown,Johnson
13276,Eric Garner,Johnson
13277,John Crawford III,Johnson
13278,Brown,Johnson
13279,Johnson,Levar Jones
13280,Johnson,Tamir Rice
13281,Ferguson,Johnson
13282,Brown,Wilson
13283,Brown,Johnson
13284,Brown,Brown
13285,Brown,Brown
13286,Brown,Brown
13287,Brown,Eric Garner
13288,Brown,John Crawford III
13289,Brown,Brown
13290,Brown,Levar Jones
13291,Brown,Tamir Rice
13292,Brown,Ferguson
13293,Johnson,Wilson
13294,Brown,Wilson
13295,Brown,Wilson
13296,Brown,Wilson
13297,Eric Garner,Wilson
13298,John Crawford III,Wilson
13299,Brown,Wilson
13300,Levar Jones,Wilson
13301,Tamir Rice,Wilson
13302,Ferguson,Wilson
13303,Brown,Johnson
13304,Brown,Johnson
13305,Brown,Johnson
13306,Eric Garner,Johnson
13307,John Crawford III,Johnson
13308,Brown,Johnson
13309,Johnson,Levar Jones
13310,Johnson,Tamir Rice
13311,Ferguson,Johnson
13312,Brown,Brown
13313,Brown,Brown
13314,Brown,Eric Garner
13315,Brown,John Crawford III
13316,Brown,Brown
13317,Brown,Levar Jones
13318,Brown,Tamir Rice
13319,Brown,Ferguson
13320,Brown,Brown
13321,Brown,Eric Garner
13322,Brown,John Crawford III
13323,Brown,Brown
13324,Brown,Levar Jones
13325,Brown,Tamir Rice
13326,Brown,Ferguson
13327,Brown,Eric Garner
13328,Brown,John Crawford III
13329,Brown,Brown
13330,Brown,Levar Jones
13331,Brown,Tamir Rice
13332,Brown,Ferguson
13333,Eric Garner,John Crawford III
13334,Brown,Eric Garner
13335,Eric Garner,Levar Jones
13336,Eric Garner,Tamir Rice
13337,Eric Garner,Ferguson
13338,Brown,John Crawford III
13339,John Crawford III,Levar Jones
13340,John Crawford III,Tamir Rice
13341,Ferguson,John Crawford III
13342,Brown,Levar Jones
13343,Brown,Tamir Rice
13344,Brown,Ferguson
13345,Levar Jones,Tamir Rice
13346,Ferguson,Levar Jones
13347,Ferguson,Tamir Rice
13348,Bernie Sanders,Hillary Clinton
13349,Bernie Sanders,Dannel Malloy
13350,Barney Frank,Bernie Sanders
13351,Bernie Sanders,Frank 
13352,Bernie Sanders,Malloy
13353,Bernie Sanders,Frank
13354,Bernie Sanders,Clinton
13355,Bernie Sanders,Brad Deutsch
13356,Bernie Sanders,Sanders
13357,Bernie Sanders,Jim Roosevelt
13358,Bernie Sanders,Lorraine Miller
13359,Bernie Sanders,Debbie Wasserman Schultz
13360,Bernie Sanders,Tim Canova
13361,Bernie Sanders,Wasserman Schultz
13362,Bernie Sanders,Wasserman Schultz
13363,Bernie Sanders,Frank
13364,Bernie Sanders,Frank
13365,Bernie Sanders,Malloy
13366,Bernie Sanders,Sanders
13367,Bernie Sanders,Clinton
13368,Bernie Sanders,Sanders
13369,Bernie Sanders,Deutsch
13370,Bernie Sanders,Tad Devine
13371,Bernie Sanders,Frank
13372,Bernie Sanders,Hillary Clinton
13373,Bernie Sanders,Devine
13374,Bernie Sanders,Frank
13375,Bernie Sanders,Frank
13376,Bernie Sanders,Clinton
13377,Bernie Sanders,Malloy
13378,Bernie Sanders,Leigh Appleby
13379,Bernie Sanders,Malloy
13380,Appleby,Bernie Sanders
13381,Bernie Sanders,Donald Trump
13382,Dannel Malloy,Hillary Clinton
13383,Barney Frank,Hillary Clinton
13384,Frank ,Hillary Clinton
13385,Hillary Clinton,Malloy
13386,Frank,Hillary Clinton
13387,Clinton,Hillary Clinton
13388,Brad Deutsch,Hillary Clinton
13389,Hillary Clinton,Sanders
13390,Hillary Clinton,Jim Roosevelt
13391,Hillary Clinton,Lorraine Miller
13392,Debbie Wasserman Schultz,Hillary Clinton
13393,Hillary Clinton,Tim Canova
13394,Hillary Clinton,Wasserman Schultz
13395,Hillary Clinton,Wasserman Schultz
13396,Frank,Hillary Clinton
13397,Frank,Hillary Clinton
13398,Hillary Clinton,Malloy
13399,Hillary Clinton,Sanders
13400,Clinton,Hillary Clinton
13401,Hillary Clinton,Sanders
13402,Deutsch,Hillary Clinton
13403,Hillary Clinton,Tad Devine
13404,Frank,Hillary Clinton
13405,Hillary Clinton,Hillary Clinton
13406,Devine,Hillary Clinton
13407,Frank,Hillary Clinton
13408,Frank,Hillary Clinton
13409,Clinton,Hillary Clinton
13410,Hillary Clinton,Malloy
13411,Hillary Clinton,Leigh Appleby
13412,Hillary Clinton,Malloy
13413,Appleby,Hillary Clinton
13414,Donald Trump,Hillary Clinton
13415,Barney Frank,Dannel Malloy
13416,Dannel Malloy,Frank 
13417,Dannel Malloy,Malloy
13418,Dannel Malloy,Frank
13419,Clinton,Dannel Malloy
13420,Brad Deutsch,Dannel Malloy
13421,Dannel Malloy,Sanders
13422,Dannel Malloy,Jim Roosevelt
13423,Dannel Malloy,Lorraine Miller
13424,Dannel Malloy,Debbie Wasserman Schultz
13425,Dannel Malloy,Tim Canova
13426,Dannel Malloy,Wasserman Schultz
13427,Dannel Malloy,Wasserman Schultz
13428,Dannel Malloy,Frank
13429,Dannel Malloy,Frank
13430,Dannel Malloy,Malloy
13431,Dannel Malloy,Sanders
13432,Clinton,Dannel Malloy
13433,Dannel Malloy,Sanders
13434,Dannel Malloy,Deutsch
13435,Dannel Malloy,Tad Devine
13436,Dannel Malloy,Frank
13437,Dannel Malloy,Hillary Clinton
13438,Dannel Malloy,Devine
13439,Dannel Malloy,Frank
13440,Dannel Malloy,Frank
13441,Clinton,Dannel Malloy
13442,Dannel Malloy,Malloy
13443,Dannel Malloy,Leigh Appleby
13444,Dannel Malloy,Malloy
13445,Appleby,Dannel Malloy
13446,Dannel Malloy,Donald Trump
13447,Barney Frank,Frank 
13448,Barney Frank,Malloy
13449,Barney Frank,Frank
13450,Barney Frank,Clinton
13451,Barney Frank,Brad Deutsch
13452,Barney Frank,Sanders
13453,Barney Frank,Jim Roosevelt
13454,Barney Frank,Lorraine Miller
13455,Barney Frank,Debbie Wasserman Schultz
13456,Barney Frank,Tim Canova
13457,Barney Frank,Wasserman Schultz
13458,Barney Frank,Wasserman Schultz
13459,Barney Frank,Frank
13460,Barney Frank,Frank
13461,Barney Frank,Malloy
13462,Barney Frank,Sanders
13463,Barney Frank,Clinton
13464,Barney Frank,Sanders
13465,Barney Frank,Deutsch
13466,Barney Frank,Tad Devine
13467,Barney Frank,Frank
13468,Barney Frank,Hillary Clinton
13469,Barney Frank,Devine
13470,Barney Frank,Frank
13471,Barney Frank,Frank
13472,Barney Frank,Clinton
13473,Barney Frank,Malloy
13474,Barney Frank,Leigh Appleby
13475,Barney Frank,Malloy
13476,Appleby,Barney Frank
13477,Barney Frank,Donald Trump
13478,Frank ,Malloy
13479,Frank,Frank 
13480,Clinton,Frank 
13481,Brad Deutsch,Frank 
13482,Frank ,Sanders
13483,Frank ,Jim Roosevelt
13484,Frank ,Lorraine Miller
13485,Debbie Wasserman Schultz,Frank 
13486,Frank ,Tim Canova
13487,Frank ,Wasserman Schultz
13488,Frank ,Wasserman Schultz
13489,Frank,Frank 
13490,Frank,Frank 
13491,Frank ,Malloy
13492,Frank ,Sanders
13493,Clinton,Frank 
13494,Frank ,Sanders
13495,Deutsch,Frank 
13496,Frank ,Tad Devine
13497,Frank,Frank 
13498,Frank ,Hillary Clinton
13499,Devine,Frank 
13500,Frank,Frank 
13501,Frank,Frank 
13502,Clinton,Frank 
13503,Frank ,Malloy
13504,Frank ,Leigh Appleby
13505,Frank ,Malloy
13506,Appleby,Frank 
13507,Donald Trump,Frank 
13508,Frank,Malloy
13509,Clinton,Malloy
13510,Brad Deutsch,Malloy
13511,Malloy,Sanders
13512,Jim Roosevelt,Malloy
13513,Lorraine Miller,Malloy
13514,Debbie Wasserman Schultz,Malloy
13515,Malloy,Tim Canova
13516,Malloy,Wasserman Schultz
13517,Malloy,Wasserman Schultz
13518,Frank,Malloy
13519,Frank,Malloy
13520,Malloy,Malloy
13521,Malloy,Sanders
13522,Clinton,Malloy
13523,Malloy,Sanders
13524,Deutsch,Malloy
13525,Malloy,Tad Devine
13526,Frank,Malloy
13527,Hillary Clinton,Malloy
13528,Devine,Malloy
13529,Frank,Malloy
13530,Frank,Malloy
13531,Clinton,Malloy
13532,Malloy,Malloy
13533,Leigh Appleby,Malloy
13534,Malloy,Malloy
13535,Appleby,Malloy
13536,Donald Trump,Malloy
13537,Clinton,Frank
13538,Brad Deutsch,Frank
13539,Frank,Sanders
13540,Frank,Jim Roosevelt
13541,Frank,Lorraine Miller
13542,Debbie Wasserman Schultz,Frank
13543,Frank,Tim Canova
13544,Frank,Wasserman Schultz
13545,Frank,Wasserman Schultz
13546,Frank,Frank
13547,Frank,Frank
13548,Frank,Malloy
13549,Frank,Sanders
13550,Clinton,Frank
13551,Frank,Sanders
13552,Deutsch,Frank
13553,Frank,Tad Devine
13554,Frank,Frank
13555,Frank,Hillary Clinton
13556,Devine,Frank
13557,Frank,Frank
13558,Frank,Frank
13559,Clinton,Frank
13560,Frank,Malloy
13561,Frank,Leigh Appleby
13562,Frank,Malloy
13563,Appleby,Frank
13564,Donald Trump,Frank
13565,Brad Deutsch,Clinton
13566,Clinton,Sanders
13567,Clinton,Jim Roosevelt
13568,Clinton,Lorraine Miller
13569,Clinton,Debbie Wasserman Schultz
13570,Clinton,Tim Canova
13571,Clinton,Wasserman Schultz
13572,Clinton,Wasserman Schultz
13573,Clinton,Frank
13574,Clinton,Frank
13575,Clinton,Malloy
13576,Clinton,Sanders
13577,Clinton,Clinton
13578,Clinton,Sanders
13579,Clinton,Deutsch
13580,Clinton,Tad Devine
13581,Clinton,Frank
13582,Clinton,Hillary Clinton
13583,Clinton,Devine
13584,Clinton,Frank
13585,Clinton,Frank
13586,Clinton,Clinton
13587,Clinton,Malloy
13588,Clinton,Leigh Appleby
13589,Clinton,Malloy
13590,Appleby,Clinton
13591,Clinton,Donald Trump
13592,Brad Deutsch,Sanders
13593,Brad Deutsch,Jim Roosevelt
13594,Brad Deutsch,Lorraine Miller
13595,Brad Deutsch,Debbie Wasserman Schultz
13596,Brad Deutsch,Tim Canova
13597,Brad Deutsch,Wasserman Schultz
13598,Brad Deutsch,Wasserman Schultz
13599,Brad Deutsch,Frank
13600,Brad Deutsch,Frank
13601,Brad Deutsch,Malloy
13602,Brad Deutsch,Sanders
13603,Brad Deutsch,Clinton
13604,Brad Deutsch,Sanders
13605,Brad Deutsch,Deutsch
13606,Brad Deutsch,Tad Devine
13607,Brad Deutsch,Frank
13608,Brad Deutsch,Hillary Clinton
13609,Brad Deutsch,Devine
13610,Brad Deutsch,Frank
13611,Brad Deutsch,Frank
13612,Brad Deutsch,Clinton
13613,Brad Deutsch,Malloy
13614,Brad Deutsch,Leigh Appleby
13615,Brad Deutsch,Malloy
13616,Appleby,Brad Deutsch
13617,Brad Deutsch,Donald Trump
13618,Jim Roosevelt,Sanders
13619,Lorraine Miller,Sanders
13620,Debbie Wasserman Schultz,Sanders
13621,Sanders,Tim Canova
13622,Sanders,Wasserman Schultz
13623,Sanders,Wasserman Schultz
13624,Frank,Sanders
13625,Frank,Sanders
13626,Malloy,Sanders
13627,Sanders,Sanders
13628,Clinton,Sanders
13629,Sanders,Sanders
13630,Deutsch,Sanders
13631,Sanders,Tad Devine
13632,Frank,Sanders
13633,Hillary Clinton,Sanders
13634,Devine,Sanders
13635,Frank,Sanders
13636,Frank,Sanders
13637,Clinton,Sanders
13638,Malloy,Sanders
13639,Leigh Appleby,Sanders
13640,Malloy,Sanders
13641,Appleby,Sanders
13642,Donald Trump,Sanders
13643,Jim Roosevelt,Lorraine Miller
13644,Debbie Wasserman Schultz,Jim Roosevelt
13645,Jim Roosevelt,Tim Canova
13646,Jim Roosevelt,Wasserman Schultz
13647,Jim Roosevelt,Wasserman Schultz
13648,Frank,Jim Roosevelt
13649,Frank,Jim Roosevelt
13650,Jim Roosevelt,Malloy
13651,Jim Roosevelt,Sanders
13652,Clinton,Jim Roosevelt
13653,Jim Roosevelt,Sanders
13654,Deutsch,Jim Roosevelt
13655,Jim Roosevelt,Tad Devine
13656,Frank,Jim Roosevelt
13657,Hillary Clinton,Jim Roosevelt
13658,Devine,Jim Roosevelt
13659,Frank,Jim Roosevelt
13660,Frank,Jim Roosevelt
13661,Clinton,Jim Roosevelt
13662,Jim Roosevelt,Malloy
13663,Jim Roosevelt,Leigh Appleby
13664,Jim Roosevelt,Malloy
13665,Appleby,Jim Roosevelt
13666,Donald Trump,Jim Roosevelt
13667,Debbie Wasserman Schultz,Lorraine Miller
13668,Lorraine Miller,Tim Canova
13669,Lorraine Miller,Wasserman Schultz
13670,Lorraine Miller,Wasserman Schultz
13671,Frank,Lorraine Miller
13672,Frank,Lorraine Miller
13673,Lorraine Miller,Malloy
13674,Lorraine Miller,Sanders
13675,Clinton,Lorraine Miller
13676,Lorraine Miller,Sanders
13677,Deutsch,Lorraine Miller
13678,Lorraine Miller,Tad Devine
13679,Frank,Lorraine Miller
13680,Hillary Clinton,Lorraine Miller
13681,Devine,Lorraine Miller
13682,Frank,Lorraine Miller
13683,Frank,Lorraine Miller
13684,Clinton,Lorraine Miller
13685,Lorraine Miller,Malloy
13686,Leigh Appleby,Lorraine Miller
13687,Lorraine Miller,Malloy
13688,Appleby,Lorraine Miller
13689,Donald Trump,Lorraine Miller
13690,Debbie Wasserman Schultz,Tim Canova
13691,Debbie Wasserman Schultz,Wasserman Schultz
13692,Debbie Wasserman Schultz,Wasserman Schultz
13693,Debbie Wasserman Schultz,Frank
13694,Debbie Wasserman Schultz,Frank
13695,Debbie Wasserman Schultz,Malloy
13696,Debbie Wasserman Schultz,Sanders
13697,Clinton,Debbie Wasserman Schultz
13698,Debbie Wasserman Schultz,Sanders
13699,Debbie Wasserman Schultz,Deutsch
13700,Debbie Wasserman Schultz,Tad Devine
13701,Debbie Wasserman Schultz,Frank
13702,Debbie Wasserman Schultz,Hillary Clinton
13703,Debbie Wasserman Schultz,Devine
13704,Debbie Wasserman Schultz,Frank
13705,Debbie Wasserman Schultz,Frank
13706,Clinton,Debbie Wasserman Schultz
13707,Debbie Wasserman Schultz,Malloy
13708,Debbie Wasserman Schultz,Leigh Appleby
13709,Debbie Wasserman Schultz,Malloy
13710,Appleby,Debbie Wasserman Schultz
13711,Debbie Wasserman Schultz,Donald Trump
13712,Tim Canova,Wasserman Schultz
13713,Tim Canova,Wasserman Schultz
13714,Frank,Tim Canova
13715,Frank,Tim Canova
13716,Malloy,Tim Canova
13717,Sanders,Tim Canova
13718,Clinton,Tim Canova
13719,Sanders,Tim Canova
13720,Deutsch,Tim Canova
13721,Tad Devine,Tim Canova
13722,Frank,Tim Canova
13723,Hillary Clinton,Tim Canova
13724,Devine,Tim Canova
13725,Frank,Tim Canova
13726,Frank,Tim Canova
13727,Clinton,Tim Canova
13728,Malloy,Tim Canova
13729,Leigh Appleby,Tim Canova
13730,Malloy,Tim Canova
13731,Appleby,Tim Canova
13732,Donald Trump,Tim Canova
13733,Wasserman Schultz,Wasserman Schultz
13734,Frank,Wasserman Schultz
13735,Frank,Wasserman Schultz
13736,Malloy,Wasserman Schultz
13737,Sanders,Wasserman Schultz
13738,Clinton,Wasserman Schultz
13739,Sanders,Wasserman Schultz
13740,Deutsch,Wasserman Schultz
13741,Tad Devine,Wasserman Schultz
13742,Frank,Wasserman Schultz
13743,Hillary Clinton,Wasserman Schultz
13744,Devine,Wasserman Schultz
13745,Frank,Wasserman Schultz
13746,Frank,Wasserman Schultz
13747,Clinton,Wasserman Schultz
13748,Malloy,Wasserman Schultz
13749,Leigh Appleby,Wasserman Schultz
13750,Malloy,Wasserman Schultz
13751,Appleby,Wasserman Schultz
13752,Donald Trump,Wasserman Schultz
13753,Frank,Wasserman Schultz
13754,Frank,Wasserman Schultz
13755,Malloy,Wasserman Schultz
13756,Sanders,Wasserman Schultz
13757,Clinton,Wasserman Schultz
13758,Sanders,Wasserman Schultz
13759,Deutsch,Wasserman Schultz
13760,Tad Devine,Wasserman Schultz
13761,Frank,Wasserman Schultz
13762,Hillary Clinton,Wasserman Schultz
13763,Devine,Wasserman Schultz
13764,Frank,Wasserman Schultz
13765,Frank,Wasserman Schultz
13766,Clinton,Wasserman Schultz
13767,Malloy,Wasserman Schultz
13768,Leigh Appleby,Wasserman Schultz
13769,Malloy,Wasserman Schultz
13770,Appleby,Wasserman Schultz
13771,Donald Trump,Wasserman Schultz
13772,Frank,Frank
13773,Frank,Malloy
13774,Frank,Sanders
13775,Clinton,Frank
13776,Frank,Sanders
13777,Deutsch,Frank
13778,Frank,Tad Devine
13779,Frank,Frank
13780,Frank,Hillary Clinton
13781,Devine,Frank
13782,Frank,Frank
13783,Frank,Frank
13784,Clinton,Frank
13785,Frank,Malloy
13786,Frank,Leigh Appleby
13787,Frank,Malloy
13788,Appleby,Frank
13789,Donald Trump,Frank
13790,Frank,Malloy
13791,Frank,Sanders
13792,Clinton,Frank
13793,Frank,Sanders
13794,Deutsch,Frank
13795,Frank,Tad Devine
13796,Frank,Frank
13797,Frank,Hillary Clinton
13798,Devine,Frank
13799,Frank,Frank
13800,Frank,Frank
13801,Clinton,Frank
13802,Frank,Malloy
13803,Frank,Leigh Appleby
13804,Frank,Malloy
13805,Appleby,Frank
13806,Donald Trump,Frank
13807,Malloy,Sanders
13808,Clinton,Malloy
13809,Malloy,Sanders
13810,Deutsch,Malloy
13811,Malloy,Tad Devine
13812,Frank,Malloy
13813,Hillary Clinton,Malloy
13814,Devine,Malloy
13815,Frank,Malloy
13816,Frank,Malloy
13817,Clinton,Malloy
13818,Malloy,Malloy
13819,Leigh Appleby,Malloy
13820,Malloy,Malloy
13821,Appleby,Malloy
13822,Donald Trump,Malloy
13823,Clinton,Sanders
13824,Sanders,Sanders
13825,Deutsch,Sanders
13826,Sanders,Tad Devine
13827,Frank,Sanders
13828,Hillary Clinton,Sanders
13829,Devine,Sanders
13830,Frank,Sanders
13831,Frank,Sanders
13832,Clinton,Sanders
13833,Malloy,Sanders
13834,Leigh Appleby,Sanders
13835,Malloy,Sanders
13836,Appleby,Sanders
13837,Donald Trump,Sanders
13838,Clinton,Sanders
13839,Clinton,Deutsch
13840,Clinton,Tad Devine
13841,Clinton,Frank
13842,Clinton,Hillary Clinton
13843,Clinton,Devine
13844,Clinton,Frank
13845,Clinton,Frank
13846,Clinton,Clinton
13847,Clinton,Malloy
13848,Clinton,Leigh Appleby
13849,Clinton,Malloy
13850,Appleby,Clinton
13851,Clinton,Donald Trump
13852,Deutsch,Sanders
13853,Sanders,Tad Devine
13854,Frank,Sanders
13855,Hillary Clinton,Sanders
13856,Devine,Sanders
13857,Frank,Sanders
13858,Frank,Sanders
13859,Clinton,Sanders
13860,Malloy,Sanders
13861,Leigh Appleby,Sanders
13862,Malloy,Sanders
13863,Appleby,Sanders
13864,Donald Trump,Sanders
13865,Deutsch,Tad Devine
13866,Deutsch,Frank
13867,Deutsch,Hillary Clinton
13868,Deutsch,Devine
13869,Deutsch,Frank
13870,Deutsch,Frank
13871,Clinton,Deutsch
13872,Deutsch,Malloy
13873,Deutsch,Leigh Appleby
13874,Deutsch,Malloy
13875,Appleby,Deutsch
13876,Deutsch,Donald Trump
13877,Frank,Tad Devine
13878,Hillary Clinton,Tad Devine
13879,Devine,Tad Devine
13880,Frank,Tad Devine
13881,Frank,Tad Devine
13882,Clinton,Tad Devine
13883,Malloy,Tad Devine
13884,Leigh Appleby,Tad Devine
13885,Malloy,Tad Devine
13886,Appleby,Tad Devine
13887,Donald Trump,Tad Devine
13888,Frank,Hillary Clinton
13889,Devine,Frank
13890,Frank,Frank
13891,Frank,Frank
13892,Clinton,Frank
13893,Frank,Malloy
13894,Frank,Leigh Appleby
13895,Frank,Malloy
13896,Appleby,Frank
13897,Donald Trump,Frank
13898,Devine,Hillary Clinton
13899,Frank,Hillary Clinton
13900,Frank,Hillary Clinton
13901,Clinton,Hillary Clinton
13902,Hillary Clinton,Malloy
13903,Hillary Clinton,Leigh Appleby
13904,Hillary Clinton,Malloy
13905,Appleby,Hillary Clinton
13906,Donald Trump,Hillary Clinton
13907,Devine,Frank
13908,Devine,Frank
13909,Clinton,Devine
13910,Devine,Malloy
13911,Devine,Leigh Appleby
13912,Devine,Malloy
13913,Appleby,Devine
13914,Devine,Donald Trump
13915,Frank,Frank
13916,Clinton,Frank
13917,Frank,Malloy
13918,Frank,Leigh Appleby
13919,Frank,Malloy
13920,Appleby,Frank
13921,Donald Trump,Frank
13922,Clinton,Frank
13923,Frank,Malloy
13924,Frank,Leigh Appleby
13925,Frank,Malloy
13926,Appleby,Frank
13927,Donald Trump,Frank
13928,Clinton,Malloy
13929,Clinton,Leigh Appleby
13930,Clinton,Malloy
13931,Appleby,Clinton
13932,Clinton,Donald Trump
13933,Leigh Appleby,Malloy
13934,Malloy,Malloy
13935,Appleby,Malloy
13936,Donald Trump,Malloy
13937,Leigh Appleby,Malloy
13938,Appleby,Leigh Appleby
13939,Donald Trump,Leigh Appleby
13940,Appleby,Malloy
13941,Donald Trump,Malloy
13942,Appleby,Donald Trump
13943,Clinton,Hillary Clinton
13944,Obama,Valerie Jarrett
13945,Jarrett,Obama
13946,Ed Murray,Obama
13947,Obama,Obama
13948,Murray,Obama
13949,Murray,Obama
13950,Jon Russell,Obama
13951,Obama,Russell
13952,Jarrett,Obama
13953,Obama,Tom Perez
13954,Jarrett,Obama
13955,Obama,Perez
13956,Obama,Perez
13957,Obama,Perez
13958,Obama,Perez
13959,Jarrett,Obama
13960,Obama,Sherry Leiwant
13961,John Eichelberger Jr.,Obama
13962,Obama,Obama
13963,Matthew Eshbaugh-Soha,Obama
13964,Michael Nutter,Obama
13965,Mark McDonald,Obama
13966,Bill Greenlee,Obama
13967,Greenlee,Obama
13968,Jarrett,Valerie Jarrett
13969,Ed Murray,Valerie Jarrett
13970,Obama,Valerie Jarrett
13971,Murray,Valerie Jarrett
13972,Murray,Valerie Jarrett
13973,Jon Russell,Valerie Jarrett
13974,Russell,Valerie Jarrett
13975,Jarrett,Valerie Jarrett
13976,Tom Perez,Valerie Jarrett
13977,Jarrett,Valerie Jarrett
13978,Perez,Valerie Jarrett
13979,Perez,Valerie Jarrett
13980,Perez,Valerie Jarrett
13981,Perez,Valerie Jarrett
13982,Jarrett,Valerie Jarrett
13983,Sherry Leiwant,Valerie Jarrett
13984,John Eichelberger Jr.,Valerie Jarrett
13985,Obama,Valerie Jarrett
13986,Matthew Eshbaugh-Soha,Valerie Jarrett
13987,Michael Nutter,Valerie Jarrett
13988,Mark McDonald,Valerie Jarrett
13989,Bill Greenlee,Valerie Jarrett
13990,Greenlee,Valerie Jarrett
13991,Ed Murray,Jarrett
13992,Jarrett,Obama
13993,Jarrett,Murray
13994,Jarrett,Murray
13995,Jarrett,Jon Russell
13996,Jarrett,Russell
13997,Jarrett,Jarrett
13998,Jarrett,Tom Perez
13999,Jarrett,Jarrett
14000,Jarrett,Perez
14001,Jarrett,Perez
14002,Jarrett,Perez
14003,Jarrett,Perez
14004,Jarrett,Jarrett
14005,Jarrett,Sherry Leiwant
14006,Jarrett,John Eichelberger Jr.
14007,Jarrett,Obama
14008,Jarrett,Matthew Eshbaugh-Soha
14009,Jarrett,Michael Nutter
